"dttma","po01","po02","po03","si01","si02","si03","it01","it02","it03","ie01","ac01","ac02","ac03","ac04","ai01","ai02","ai03","ai04","iv01","iv02","iv03","bd01","bd02","bd03","bd04","de01","de02"
"2025-05-06 08:58:39","2","3","6","4","7","6","6","5","5","6","5","7","5","2","6","4","4","5","7","6","5","yes",11,2,2023-09-24,"man",33
"2025-05-08 12:44:29","4","2","5","3","4","4","2","3","2","5","5","7","5","5","3","3","2","6","7","7","7","yes",15,5,2024-01-11,"women",30
"2025-05-11 17:26:42","7","3","5","4","5","7","6","4","5","6","6","7","7","7","7","7","6","7","4","4","3","yes",12,3,2024-07-03,"man",56
"2025-05-12 09:30:51","7","7","5","6","7","7","5","5","6","7","6","6","4","5","5","5","6","6","5","5","7","yes",19,3,2025-01-13,"women",47
"2025-05-06 12:09:25","5","6","7","4","5","4","7","7","4","7","7","6","7","7","6","7","7","7","6","4","5","unsure",17,3,2023-12-01,"man",34
"2025-05-06 09:36:40","6","6","5","6","4","6","5","5","5","6","3","4","2","3","6","5","4","4","4","5","6","yes",9,3,2024-12-15,"women",55
"2025-05-18 10:30:50","7","7","7","7","6","7","7","7","7","7","6","6","7","7","7","6","5","5","7","7","7","no",19,2,2024-04-30,"women",26
"2025-05-09 08:26:42","4","5","4","3","6","6","6","4","7","6","2","4","5","3","6","7","6","7","5","5","4","no",18,5,2023-09-08,"women",49
"2025-05-12 14:18:00","5",NA,"6","5","4","6","5","6","4","6","2","6","6",NA,"2","3","2","3","4","4","3","yes",17,4,2024-04-14,"man",38
"2025-05-15 17:35:02","4","3","2","6","6","3","5","5","4","3","6","6","6","4","4","1","3","4","4","4","2","yes",22,3,2024-10-29,"man",33
"2025-05-17 16:13:53","6","7","6","5","4","6","4","3","4","5","1","4","1","2","4","4","3","2","5","5","6","no",26,6,2023-12-02,"women",56
"2025-05-15 17:53:41","7","7","7","5","4","6","3","2","3","4","2","2","3","4","5","7","7","5","5","4","4","yes",13,1,2024-03-16,"women",29
"2025-05-12 10:12:58","7","6","5","7","7","7","4","6","3","7","6","5","7","6","6","4","5","4","7","7","5","yes",18,4,2024-03-02,"man",50
"2025-05-16 17:37:43","5","5","6","6","6","5","6","6","7","5","4","4","4","5","5","6","5","4","4","4","5","yes",15,4,2024-03-25,"man",47
"2025-05-17 10:23:01","7","7","7","7","7","7","7","5","6","4","5","7","7","5","6","6","6","5","4","4","6","yes",18,5,2024-11-17,"man",47
"2025-05-09 17:39:06","7","7","7","6","7","3","4","5",NA,"6","6","5","7","5","7","7","7","7","7","6","6","yes",19,3,2023-07-17,"man",36
"2025-05-13 10:40:18","5","4","7","3","4","4","6","4","4","6","4","3","2","4","5","6","7","5","4","5","4","yes",19,4,2024-01-14,"women",51
"2025-05-10 12:54:12","7","6","6","5","6","6","7","7","7","6","7","7","7","7","6","7","7","7","6","7","6","no",25,4,2024-06-15,"man",33
"2025-05-05 08:19:57","7","6","6","4","5","5","6","5","5","5","7","7","7","7","6","6","7","5","7","6","6","yes",19,3,2024-12-05,"women",47
"2025-05-12 11:49:54","6","7","6","7","4","6","6","4","6","6","6","6","7","5","2","6","5","4","4","5","5","no",19,5,2025-04-04,"man",25
"2025-05-12 11:29:58","4","6","6","6","4","7","6","7","7","5","7","6","7","6","5","4","4","5","7","3","6","no",18,4,2024-09-02,"man",51
"2025-05-18 17:20:10","4","6","7","3","5","2","5","5","6","3","5","5","5","5","5","7","7","7","7","6","7",NA,19,5,2023-06-24,"women",24
"2025-05-16 11:59:42","5","6","6","7","7","6","3","6","7","6","7","7","5","7","7","7","7","7","7","7","6","no",20,5,2024-04-11,"women",40
"2025-05-16 14:02:46","6","5","6","5","6","7","5","5","5","7","7","3","5","6","6","7","5","4","5","3","3","no",21,5,2023-05-29,"man",55
"2025-05-12 13:55:15","7","7","6","5","5","7","6","6","7","6","6","6","7","7","5","5","6","7","6","5","6","yes",18,6,NA,NA,34
"2025-05-08 08:45:24","7","4","4","7","6","6","4","6","7","7","7","7","7","7","5","5","6","4","7",NA,"6","yes",22,5,2024-07-11,"women",33
"2025-05-10 08:01:52","7","6","6","7","5","6","4","4","3","4","4","6","5","5","7","7","5","7","7","7","6","no",24,7,2025-02-10,"women",31
"2025-05-09 14:42:15","4","6","7","6","5","4","5","1","5","5","3","6","4","2","5","5","3","2","7","7","6","yes",18,NA,2024-09-28,"women",61
"2025-05-14 12:15:50","1","4","4","4","5","5","7","5","7","3","7","7","7","5","4","4","3","1","3","6","4","yes",8,1,2024-06-01,"man",40
"2025-05-13 12:14:32","6","7","7","4","5","2","4","4","5","4","6","5","3","5","5","7","6","3","3","7","4","yes",17,4,2024-08-22,"man",23
"2025-05-07 15:22:50","4","6","6","5","5","5","4","6","4","5","4","5","6","4","5","4","5","3","2","3","4","yes",15,5,2024-10-19,"man",45
"2025-05-08 14:06:58","3","3","4","7","7","7","5","6","4","6","4","2","4","4","3","4","2","4","5","7","6","yes",17,3,2024-10-18,"women",32
"2025-05-06 11:41:05","5","2","6","4","5","5","3","6","3","4","6","6","1","5","4","4","6","5","3","5","2","yes",11,NA,2023-09-07,"women",57
"2025-05-07 12:08:04","5","5","5","5","7","7","7","6","5","6","6","6","6","7","3","6","6","7","4","5","5","no",19,3,2024-07-01,"women",37
"2025-05-12 17:58:09","6","6","5","5","7","7","6","4","6","7","5","5","6","5","4","4","5","6","7","4","2","yes",18,4,2024-04-11,"man",39
"2025-05-17 16:00:35","5","6","4","4","5","4","6","7","7","4","6","7","6",NA,"5","5","5","5","4","3",NA,"yes",16,3,2023-07-25,"women",43
"2025-05-11 14:44:33","4","5","4","4","4","6","5","2","5","6","3","6","6","7",NA,"6","7","7","6","5","3","yes",14,3,2023-10-14,"women",18
"2025-05-10 13:37:09","6","6","6","5","5","6","4","3","3","6","5","6","3","7","5","6","5","5","7","4","3","yes",18,3,2023-05-07,"man",50
"2025-05-12 13:10:31","6","4","6","5","3","3","5","6","6","6","3","4","4","3","6","4","4","6","6","7","4","yes",12,4,2024-08-28,"man",46
"2025-05-15 12:49:06","6","5","5","2","2","6","4","6","7","5","3","7","5","5","5","5","4","4","7","6","6","unsure",23,5,2024-02-13,"man",33
"2025-05-17 08:32:14","4","4","4","5","4","2","2","4","3","6","7","4","5","5","6","6","6","6","4","5","4","no",7,2,2024-01-28,"man",59
"2025-05-13 16:35:44","5","4","5","7","5","6","7","4","5","4","5","5","7","6","5","6","6","6","6","7","6","yes",19,4,2023-06-30,"man",39
"2025-05-18 15:12:04","5","5","4","5","6","6","6","4","4","5","5","4","5","4","6","2","4","5","7","6","4","yes",14,2,2024-11-05,"women",31
"2025-05-12 10:16:10","7","6","5","4","4","5","4","3","4","5","6","4","6","5","2","5","4","7","5","2","5","yes",17,2,2023-07-31,"women",42
"2025-05-06 14:51:15","4","4","3","3","2","4","7","5","7","7","4","6","5","6","6","7","6","5","7","7","7","no",7,3,2023-11-20,NA,28
"2025-05-10 11:18:58","5","5","7","4","5","5","7","3","3","4","4","4","3","4","3","4","2","4","4","2","4","yes",16,6,2024-03-11,"women",37
"2025-05-17 11:46:30","4","4","5","7","7","6","5","5","5","6","7","7","7","7","6","7","7","6","5","6","6","yes",12,4,2025-04-05,"man",35
"2025-05-15 16:22:18","3","2","4","3","4","1","4","4","6","7","6","4","5","7","5","4","5","3","5","5","6","yes",11,4,2024-02-13,"man",32
"2025-05-13 10:21:47","6","7","4","3","5","5","6","3","4","5","5","5","7","4","6","5","5","6","5","5","6","yes",18,5,2024-03-02,"women",28
"2025-05-13 11:18:42","5","4","3","6","7","7","5","6","6","7","6","6","6","5","4","6","6","7","5","6","6","yes",11,3,2023-11-24,"man",46
"2025-05-05 10:26:22","6","5","7","4","6","4","7","7","7","6","7","6","6","7","7","4","5","6","6","5","6","yes",25,4,2024-04-21,"man",52
"2025-05-17 09:26:37","4","3","6","7","6","7","5","7","7","7","6","7","7","6","6","6","5","4","6","7","5","no",17,5,2024-08-22,"women",52
"2025-05-11 16:52:07","3","4","4","5","6","3","3","5","5","4","3","3","3","1","7","6","6","5","7","5","6","yes",16,4,2023-07-21,"women",33
"2025-05-18 15:08:41","4","4","4","3","5","5","6","7","7","7","5","5","6","7","6","6","5","5","5","6","6","yes",10,3,2024-09-13,NA,41
"2025-05-07 09:45:19","4","6","1","6","6","6","4","6","3","7","4","3","5","2","4","4","5","3","3","3","4","yes",14,4,2023-10-19,"women",47
"2025-05-07 08:25:59","5","5","7","6","6","6","6","4","6",NA,"7",NA,"6","6","6","7","6","5","6","3","7","yes",22,5,2023-12-28,"women",44
"2025-05-18 08:19:03","7","3","4","4","5","5","4","5","4","7","5","7","7","5","4","7","3","5","4","3","4","yes",14,2,2024-02-19,"women",35
"2025-05-12 09:33:09","7","7","7","4","5","5","7","6","7","7","7","7","7","7","7","6","7","7","7","5","5","yes",26,5,2024-05-01,"man",26
"2025-05-16 08:28:41","7","7","6","7","7","7","7","7","7","7","6","7","7","6","7","7","7","7","7","7","6","yes",14,3,2024-03-23,"women",22
"2025-05-07 09:26:54","7","6","7","5","6","5","5","5","7","7","6","6","3","6","7","7","7","7","5","7","6","yes",25,6,2024-07-14,"women",43
"2025-05-10 14:48:22","7","6","5","6","6","7","6","6","3","7","7","5","5","6","7","6","7","5","7","6","7","no",15,3,2023-06-20,"women",59
"2025-05-17 09:42:46","6","2","3","6","7","7","4","7","6","6","2","3","5","3","7","6","7","7","4","6","7","no",13,4,2024-07-13,"man",47
"2025-05-08 13:59:33","6","4","6","7","5","6","6","7","6","7","6","6","5","7","7","6","6","6","6","5","6","yes",15,2,2024-10-29,"women",NA
"2025-05-12 11:49:57","6","6","6","7","7","4","4","7","5","6","5","6","5","6","5","6","6","6","6","5","7","yes",17,4,2023-09-19,"women",58
"2025-05-09 09:15:16","5","3","7","7","7","7","6","6","7","7","7","7","6","5","7","6","7","7","7","6","7","yes",15,2,2024-07-07,"women",44
"2025-05-11 11:47:56","6","6","7","6","5","5","6","7","4","7","6","6","5","5","4",NA,"4","5","6","7","7","yes",24,6,2023-07-03,"man",29
"2025-05-11 14:25:07","5","2","5","3","5","6","7","7","7","7","3","6","7","4","6","5","7",NA,"5","6","4","yes",16,4,2024-04-04,"women",41
"2025-05-14 12:26:10","6","6","5","6","5","5","6","6","6","4","5","5","6","5","6","6","5","4","5","6","4","yes",19,3,2024-07-11,"women",47
"2025-05-08 13:58:19","6","3","6","4","3","3","5","6","5","3","5","4","6","7","5","6","4","4","5","4","6","yes",16,4,2023-11-22,"man",36
"2025-05-17 15:09:14","4","3","5","7","5","5","7","6","5","7","4","6","7","5","6","5","5","5","6","4","7","unsure",7,4,2024-02-11,"women",29
"2025-05-06 13:13:54","5","6","7","7","7","5","7","7","7","5","7","7","6","7","7","7","7","7","7","7","7","no",21,6,2024-08-24,"women",44
"2025-05-17 15:05:32","2","4","3","7","4","4","6","7","7","6","4","4","6","6","5","4","7","6","6","6","5","yes",6,1,2024-02-01,"man",41
"2025-05-16 10:33:36","6","7","7","7","5","5","6","5","7","6","6","3","6","5",NA,"3","7","4","6","3","6","yes",11,6,2023-08-09,"man",52
"2025-05-16 12:28:59","7","6","6","7","7","7","7","7","6","5","6","5","6","7","6","6","6","7","6","5","5","no",25,8,2024-10-11,"women",44
"2025-05-18 16:20:00","6","7","6",NA,"7","7","5","5","4","7","5","5","5","4","6","6","7","6","7","7","7","yes",21,6,2024-10-03,"man",64
"2025-05-17 12:40:54","6","6","5","6","6","5","6","4","7","6","7","7","6","5","6","7","7","5","6","6","7","yes",17,5,2024-05-17,"women",31
"2025-05-11 08:23:19","3","5","6","2","1","1","5","6","4","5","3","2","3","6","4","5","5","4","6","5","6","yes",20,3,2023-12-25,"women",51
"2025-05-11 16:21:34","4","5","6","7","7","5","7","7","7","4","6","7","6","7","7","6","7","6","5","5","6","yes",16,3,2025-01-10,"women",31
"2025-05-09 13:53:58","7","6","5","4","4","5","4","4","5","5","2","5","2","3","6","3","5","5","7","6","3","yes",22,5,2024-02-15,"women",28
"2025-05-07 08:17:34","7","5","7","4","6","7","6","6","7","5","7","6","7","5","7","5","6","7","7","7","7","yes",18,5,2023-06-10,"women",41
"2025-05-11 13:53:03","5","4","6","6","6","6","6","4","6","7","6","7","6","5",NA,"7","7","7","7","6",NA,"no",16,4,2024-05-18,"women",53
"2025-05-17 16:13:59","6","6","7","6","5","7","7","4","5","5","6","7","5","6","7","6","7","7","4","5","4","yes",NA,5,2023-12-10,"women",38
"2025-05-18 17:14:14","7","7","7","4","7","7","6","5","6","6","6","7","6","7","7","7","7","7","6",NA,"7","yes",22,5,2024-06-18,"women",45
"2025-05-08 16:23:13","7","7","7","4","3","3","7","6","7","5","6","2","6","3","2","5","4","6","7","7","7","yes",19,5,2023-08-11,"women",33
"2025-05-08 10:01:57","6","4","5","7","6","5","6","7","6","2","6","7",NA,"7","4","5","5","3","5","5","4","no",12,3,2023-10-24,"women",47
"2025-05-12 12:10:46","7","7","7","7","7","7","6","7","7","7","6","7","7","7","5","6","7","3","5","7","7","yes",22,5,2024-02-03,NA,37
"2025-05-18 16:14:41","7","6","6","6","6","7","4","4","3","5","4","5","5","3","6","6","5","6","5","5","5","yes",18,5,2025-04-22,"man",37
"2025-05-10 13:50:44","4","6","5","6","6","3","6","4","5","4","6","3","5","4","3","5","4","5","7","7","5","yes",14,4,2023-08-13,"man",50
"2025-05-13 08:30:06","7","5","5","4","4","5","6","6","3","7","4","4","4","5","4","3","4","6","5","6","6","yes",25,7,2025-04-18,"man",49
"2025-05-10 12:48:54","5","4","6","5","3","5","6","7","7","7","7","7","5","6","7","5","6","3","6","4",NA,"no",15,4,2023-11-20,"women",37
"2025-05-13 16:44:04","2","4","3","3","6","4","4","6","4","4","6","7","6","5","5","5","7","6","4","6","5","no",3,1,2023-09-25,"man",51
"2025-05-15 17:08:53","4","6","5","4","5","2","3","6","5","5","3","5","5","3","6","6","6","6","6","5","7","yes",17,6,2024-03-25,"women",30
"2025-05-18 09:24:17","5","6","5","6","7","6","5","6","6","7","6","5","4","4","3","6","3","5","6","6","6","no",NA,4,2025-02-07,"man",51
"2025-05-11 10:13:38","5","7","4","4","5","6","5","6","7","6","6","6","6","5","6","4","6","5","7","6",NA,"yes",14,2,2023-09-22,"man",29
"2025-05-14 09:42:52","5","2","4","4","5","6","5","6","5","7","6","5","4","3","5","5","7","6","7","5","4","yes",14,3,2024-05-06,"man",49
"2025-05-16 12:01:32","7","6","5","7","7","7","7","7","7","7","7","7","6","7","7","6","6","7","7","7","7","yes",25,4,2024-11-29,"man",45
"2025-05-13 13:07:31","7","2","5","5","6","7","6","3","5","5","6","7","6","5","6","5","6","6","4","5","6","yes",18,4,2023-05-22,"women",66
"2025-05-05 14:39:55","7","6","5","6","6","6","7","6","6","3","7","7","7","5","7","6","5","6","7","7","6","yes",17,4,2023-05-07,"women",26
"2025-05-09 16:51:41","7","5","4","3","5","4","5","4","4","7","6","4","6","4","6","6","6","7","6","6","5","yes",16,3,2024-04-28,"women",40
"2025-05-12 08:38:25","5","6","7","3","6","4","5","5","5","4","5","7","5","7","4","6","5","6","4","6","6","no",19,5,2024-06-11,"man",26
"2025-05-15 17:52:43","2","5","3","4","4","6","6","6","5","3","6","7","5","5","6","5","6","6","5","4","4","yes",7,2,2024-07-29,"man",40
"2025-05-16 08:55:26",NA,"7","6","6","7","7","7","6","6","7","7","6","7","7","7","7","7","7","7","5","5","no",24,5,2023-09-28,"man",40
"2025-05-10 12:55:02","4","4","4","6","7",NA,"2","2","6","6","4","6","6","7","4","3","5","3","6","6","6","yes",8,2,2024-10-26,"women",23
"2025-05-08 09:23:53","6","6","3","6","6","6","6","7","6","5","5","5","4","5","4","5","6","7","4","4","4","no",17,3,2024-01-14,"man",39
"2025-05-16 10:11:41","5","5","7","5","6","7","5","7","6","6","7","7","7","7","7","7","7","7","7","6","6","yes",13,3,2024-03-19,"man",59
"2025-05-07 14:32:20","7","7","5","5","5","7","7","7","7","5","7","5","7","7","7","7",NA,"7","7","7","7","yes",22,3,2023-05-24,"women",53
"2025-05-05 13:53:47","5","5","5","7","7","7","6","7","5","7","7","7","7","7","7","7","6","7","5","7","6","yes",17,5,2024-05-31,"man",32
"2025-05-12 15:32:36","7","7","5","7","6","6","4","6","5","5","3","6","7","7","6","6","4","7","6","3","6","yes",15,4,2024-12-12,"women",39
"2025-05-17 08:04:32","7","7","7","7","7","7","5","2","6","6","6","6","4","6","6","5","5","5","3","5","4","yes",22,3,2023-08-02,"women",35
"2025-05-13 09:26:25","7","7","6","6","6","6","4","4","5","6","3","4","4","3","7","5","7","7","5","5","4","yes",14,3,2023-06-21,"women",33
"2025-05-15 11:01:23","6","4","4","7","6","5","5","6","3","5","6","5","6","6","7","7","7","6","7","4","7","yes",12,4,2024-05-22,"man",42
"2025-05-07 08:20:32","7","6","7","6","7","7","6","5","6","6","6","7","6","7","4","6","6","4","7","7","7","yes",18,2,2023-11-03,"women",52
"2025-05-12 16:38:16","6","4","5","6","7","7","3","6","3","7","5","6","5","6","4","5","4","5","6","4","3","yes",13,4,2023-11-06,"women",46
"2025-05-05 09:20:06","4","4","4","6","6","7","7","5","6","6","6","3","5","6","4","6","5","4","5","6","5","yes",17,5,2025-02-04,"women",26
"2025-05-07 11:41:37","5","5","6","6","7","5","5","5","5","6","4","6","6","6","7","6","6","6","6","6","6","no",16,4,2024-10-01,"man",50
"2025-05-14 17:58:39","6","6","6","6","6","6","4","5","6","5","4","6","4","3","7","6","7","7","6","5","6","yes",25,3,2023-05-22,"women",40
"2025-05-08 13:34:08","6","7","6","3","3","4","6","7","7","3","6","6","4","6","6","6","6","6","7","7","6","yes",16,2,2023-05-07,"man",37
"2025-05-10 17:42:36","6","6","6","7","7","7","7","7","7","7","7","7","7","6","7","7","7","7","6","7","7","no",18,3,2024-08-16,"women",53
"2025-05-09 13:41:51","7","7","7","6","6","4","5","5","7",NA,"6","7","7","7","7","5","4","7","7","7","6","yes",16,2,2024-12-28,"man",41
"2025-05-11 16:28:01","5","4","5","7","5","7","5","2","5","5","1","2","5","4","6","7","7","6","4","5","3","no",16,4,2024-07-16,"women",50
"2025-05-07 12:16:54","5","6","7","5","6","4","5","6","3","6","5","5","7","6","5","5","3","2","5","5","5","yes",18,4,2024-11-13,"man",32
"2025-05-08 17:13:01","5","5","4","5","2","5","5","5","5","6","3","3","4","5","6","4","4","5","7","6","6","yes",16,4,2025-02-14,"women",33
"2025-05-10 12:33:00","5","7","6","6","6","4","7","7","6","7","6","7","6","7","6","7","4","6","6","7","4","no",23,5,2024-05-03,"women",36
"2025-05-07 16:28:44","2","5","4","5","7","5","6","5","6","4","4","6","6","5","6","5","6","5","7","2","5","yes",8,2,2024-05-23,NA,36
"2025-05-10 11:31:14","7","7","6","6","4","7","6","4","6","5","6","7","7","6","6","3","4","5","6","5","5","yes",24,5,2023-08-11,"women",30
"2025-05-17 14:51:12","6","2","2","5","5","5","5","2","5","5","5","5","7",NA,"4","3","5","3","6","6","6","no",10,4,2025-04-02,"women",37
"2025-05-16 13:36:50","7","7","7","7","7","7","5","6","6","6","7","7","7","6","4","7","3","4","6","7","7","yes",NA,8,2023-05-19,"women",32
"2025-05-08 08:20:54","3","5","3","6","4","6","7","7","4","2","5","6","4","5","4","6","5","7","3","2","3","no",12,2,2024-05-22,"women",40
"2025-05-08 15:55:26","7","4","6","5","4","6","3","4","7","6","4","6","7","6","4","3","4","6","5","2","6","yes",21,5,2025-02-18,"man",62
"2025-05-17 12:17:53","6","6","5","1","4","5","2","5","5","5","6","3","7","7","7","5","7","7","2","3","2","no",20,6,2024-09-04,"women",20
"2025-05-08 09:19:56","6","7","7","6","5","3","6","6","5","5","7","7","6","7","5","6","5","6","6","5","6","yes",23,7,2025-04-21,"man",44
"2025-05-13 11:50:44","4","6","6","5","3","6","5","5","7","6","4","2","5","4","6","6","4","6","5","6","4","yes",17,3,2024-06-02,"women",51
"2025-05-16 16:00:35","6","7","5","6","6","6","4","6","3","4","6","7","7","7","6","7","5","7","6","7","7","yes",15,3,2023-06-21,"women",47
"2025-05-12 13:37:51","6","6","3",NA,"4","4","5","3","6","3","4","5","3","6","6","4","2","5","4","4","5","yes",17,5,2023-09-03,"man",24
"2025-05-13 14:16:10","5","6","2","6","4","6","3","4","6","3","5","5","4","3","5","5","5","6","6","5","4","yes",18,4,2024-01-14,"man",39
"2025-05-05 17:01:35","4","6","5","3","3","4","4","5","3","5","7","7","7",NA,"1","3","3","5","6","6","5","yes",19,5,2023-06-14,"man",29
"2025-05-06 10:04:28","4","6","4","7","7","5","6","4","6","5","3","6","7","5","7","4","5","3","5","4","6","yes",19,3,2024-11-04,"man",47
"2025-05-17 10:29:25","5","5","5","6","6","6","6","3","5","5","5","7","5","5","4","5","2","5","7","7","7","yes",15,3,2024-11-02,"women",49
"2025-05-16 10:57:21","7","6","7","5","6","6","6","7","6","5",NA,"4","7","7","7","7","7","5","5","6","6","yes",19,4,2023-12-20,"women",56
"2025-05-15 15:43:05","4","7","6","5","5","6","7","6","5","4","6","7","5","5","7","5","7","7","5","6","5","yes",17,5,2024-01-01,"women",58
"2025-05-12 15:17:01","6","7","5","7","7","7","7","7","5","4","5","6","4","7","4","5","5","5","3","2","2","yes",19,4,2025-02-06,"man",45
"2025-05-07 16:29:18","7","6","6","5","4","4","7","5","5","7","7","5","6","7","7","7","7","7","7","7","6","yes",16,4,2023-08-24,"women",60
"2025-05-12 15:20:47","7","6","6","4","6","7","6","7","6","5","7","7","7","7","7","3","7","7","6","6","7","yes",21,6,2023-12-12,"man",23
"2025-05-07 14:23:14","4","6","5","7","6","5","7","6","7","4","6","5","3","3","6","6","6","6","7","5","5","yes",20,5,2024-10-09,"man",47
"2025-05-09 17:26:35","6","2","3","4","5","3","1","6","6","6","7","6","7","3","3","5","6","4","5","5","4","no",10,2,2023-09-18,"women",35
"2025-05-06 08:27:03","6","5","5","4","6","6",NA,"5","6","7","7","4","6","6","7","6","4","5","3","6","4","yes",20,4,2025-01-18,"man",NA
"2025-05-13 14:18:19","5","6","6","5","7","5","7","5","7","4","6","6","6","5","5","5","6","5","7","7","7","yes",16,4,2024-05-14,"man",29
"2025-05-12 12:04:55","5","6","5","4","4","3","4","5","6","6","4","6","6","5","4","4","6","4","5","4","5","yes",12,3,2023-10-18,"women",36
"2025-05-10 08:13:35","7","7","7","7","7","6",NA,"5","7","6","6","7","7","7","6","7","6","7","5","7","7","yes",22,5,2024-05-25,"women",33
"2025-05-17 12:22:51","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","no",21,5,2024-08-06,"women",NA
"2025-05-15 10:21:28","7","6","6","6","6","5","6","4","6","4","4","4","3","3","4","3","6","6","4","6","5","yes",17,6,2023-10-24,"man",33
"2025-05-16 15:12:50","4","4","3","4","6","7","2","2","3","7","3","6","4","3","6","3","3","6","3","5","3","yes",10,3,2023-09-01,"women",42
"2025-05-05 08:05:31","5","4","6","3","5","3","6","6","6","5","6","6","6","7","6","5","7","6","6","4","4","no",14,4,2023-12-16,"man",36
"2025-05-18 10:48:27","7","7","6","7","7","6","6","5","4","6","5","6","6","5","4","5","6","6","6","6","6","yes",19,5,2023-07-17,"man",43
"2025-05-14 17:00:47","7","6","4","4","6","5","7","6","7","4","7","5","7","6","5","6","5","5","6","5","6","yes",16,4,2023-07-29,"women",44
"2025-05-16 11:00:14","3","7","6","7","7","7","4","7","6","5","6","5","6","5","2","4","5","4","4","3","4","yes",24,6,2025-02-28,"man",47
"2025-05-07 10:04:06","6","6","5","3","6","4","5","3","2","3","5","5","3","6","6","4","5","5","6","5","5","yes",27,5,2024-04-24,"women",53
"2025-05-12 11:06:30","3","7","6","5","4",NA,"7",NA,"5","6","7","5","4","6","5","5","5","4","5","6","5","yes",15,3,2024-12-15,"women",24
"2025-05-08 08:33:39","2","2","3","6","6","4","6","6","6","6","2","4","3","3","6","6","4","5","5","6","7","yes",14,1,2024-09-23,"man",39
"2025-05-17 12:30:08","5","3","4","3","5","5","3","4","6","4","5","6","6","5","4","3","3","5","2","5","4","yes",9,NA,2024-04-20,"women",38
"2025-05-15 13:59:03","6","6","5","4","4","5","6","3","6","7","4","5","5","4","3","4","5","5","6","5","3","no",19,4,2024-12-24,"man",29
"2025-05-05 14:00:48","7","6","7","6","5","7","6","6","6","6","5","5","4","3","6","7","6","7","3","6","5","yes",12,3,2024-06-06,"man",42
"2025-05-09 08:23:29","7","7","7","7","7","7","6","6","7","7","7","7","7","7","7","6","7","7","7","7","7","yes",21,5,2024-10-22,"man",33
"2025-05-13 09:06:26","7","6","6","7","7","5","6","6","3","7","5","5","7","7","5","5","6","6","7","7","7","no",18,5,2023-11-12,"man",40
"2025-05-18 16:42:33","5","2","6","6","5","2","5","4","6","6","4","6","4","5","5","5","5","2","7","7","6","yes",13,3,2024-07-18,"women",38
"2025-05-13 08:48:57","7","6","6","7","6","3","5","6","5","7","7","6","6","7","6","7","7","6","7","4","5","yes",23,5,2023-12-15,"man",27
"2025-05-12 17:32:00","5","4","3","5","3","2","6","5","4","2","3","5","6","5","5","4","6","4","6","4","3","yes",13,6,2025-04-19,"women",45
"2025-05-08 11:00:06","6","3","4","5","6","5","4","2","2","6","7","5","5","5","4","3","3","4","3","5","5","yes",10,2,2023-07-07,"man",33
"2025-05-14 11:00:25","3","2","6","4","7","5","5","6","4","4","6","4","5","6","3","2","1","3","3","5","3","yes",12,4,2024-11-19,"man",48
"2025-05-08 11:14:26","3","2","2","3","4","4","3","3","5","6","4","5","6","5","2","3","3","3","3","4","2","yes",5,1,2024-07-23,"women",42
"2025-05-17 14:29:53","7","6","6","7","3","7","6","6","5","7","5","6","5","4","7","7","7","6","7","5","6","yes",10,2,2023-09-06,"women",43
"2025-05-12 12:34:03","3","4","3","4","6","6","3","4","3","7","6","6","3","5","3","5","7","4","5","6","6","no",11,4,2023-07-21,"women",38
"2025-05-16 17:54:00","6","4","5","6","3","5","5","5","6","5","7","6","7","7","6","7","4","4","2","4","5","no",15,3,2023-06-11,"women",39
"2025-05-14 15:12:18","7","7","6","3","5","3",NA,"5","6","3","6","5","3","5","7","7","6","5","4","7","7","yes",19,5,2024-08-05,"women",39
"2025-05-18 13:27:37","7","4","7","7","6","4","6","7","5","5","5","6","6","6","4","5","6","5","4","5","6","no",14,3,2024-06-06,"women",39
"2025-05-15 09:06:10","7","7","7","5","5","3","3","3","3","6","6","6","6","5","7","6","5","7","5","4","5","yes",22,6,2023-09-01,"women",35
"2025-05-16 17:17:58","7","6","7","6","6","7","4","7","5","7","7","7","7","7","7","7","6","7","7","7","7","yes",27,6,2024-04-26,"women",39
"2025-05-05 14:22:22","5","5","3","4","6","7","7","6","7","2","3","4",NA,"4","7","7","5","7","5","5","5","yes",12,2,2023-09-25,"women",40
"2025-05-17 13:33:15","7","6","6","3","4","3","6","6","6","4","4","4","4","5","5","7","6","6","3","5","5","no",15,5,2023-11-19,"women",35
"2025-05-09 13:25:47","6","5","5","2","3","6","5","6","6","7","6","5","5","4","4","3","2","3","3","6","5","yes",17,5,2024-07-16,"women",30
"2025-05-16 17:35:28","4","3","4","6","7","7","4","5","6","3","4","4","2","4","1","2","4","2","4","5","5","yes",13,2,2025-04-08,"women",42
"2025-05-06 14:37:32","7","6","5","5","6","6","5","6","5","7","5","6","6","5","7","7","7","5","6","4","6","yes",23,5,2024-10-15,"women",47
"2025-05-18 14:54:46","3","6","6","7","7","7","7","7","6","7","6","6","7","7","7","7",NA,"7","5","7","7","yes",20,4,2023-10-06,"women",31
"2025-05-17 16:46:28","6","7","6","1","4","3","7","2","5","3","5","6","6","5","7","7","4","5","4","5","4","yes",22,5,2024-09-20,"women",32
