"po01","po02","po03","si01","si02","si03","it01","it02","it03","ie01","ac01","ac02","ac03","ac04","ai01","ai02","ai03","ai04","iv01","iv02","iv03","bd01","bd02","bd03","bd04","de01","de02"
"5","3","6","5","6","7","4","6","6","6","5","6","6","6","3","4","4","3","7","6","5","yes",16,4,2022-01-08,"women",42
"7","5","6","5","7","7","7","7","7","5","6","7","7","7","7","7","7","7","6","7","7","yes",15,3,2022-11-14,"man",35
"6","5","6","5","6","6","7","7","7","6","6","6","6","5","7","7","6","6","7","7","7","yes",12,2,2023-04-15,"women",37
"4","3","3","4","7","7","5","5","5","6","4","3","5","4","6","5","3","5","2","6","5","yes",5,1,2022-05-13,"women",35
"5","7","5","6","5","7","3","5","5","7","4","3","4","5","6","4","6","7","4","5","7","yes",17,4,2022-06-20,"women",32
"4","3","3","6","5","5","3","5","5","3","7","5","5","5","6","6","5","6","7","6","6","yes",5,2,2023-12-17,"man",28
"5","7","7","5","4","5","2","4","3","6","7","6","6","5","4","5","7","5","6","5","4","yes",17,4,2023-02-22,"women",37
"7","6","7","7","7","7","7","7","7","7","5","6","5","6","7","6","7","6","5","7","5","yes",19,5,2022-02-10,"man",37
"5","4","6","7","5","6","6","7","6","5","6","5","6","6","6","6","6","3","7","7","7","yes",21,5,2023-11-14,"women",56
"7","5","5","6","7","6","6","7","4","6","6","6","6","1","6","7","5","7","7","7","6","no",19,5,2023-05-15,"man",37
"4","4","6","5","7","5","3","5","3","4","7","6","6","4","6","3","5","5","6","7","6","yes",7,3,2022-01-26,"women",40
"6","7","6","1","4","3","6","2","5","4","6","7","5","4","6","7","7","6","7","5","5","no",29,6,2022-07-26,"man",62
"7","6","4","6","5","3","6","6","3","4","5","5","7","5","7","7","7","7","5","6","5","yes",9,3,2023-11-03,"man",31
"7","5","7","3","2","2","4","5","5","7","6","5","6","6","7","6","6","6","5","5","5","yes",21,5,2023-09-21,"women",24
"6","6","5","6","5","6","5","3","6","6","5","7","7","5","6","6","5","6","5","6","6","yes",20,4,2023-11-06,"women",35
"7","7","4","6","7","7","6","5","7","7","3","6","7","5","5","5","6","7","5","6","6","no",14,3,2023-11-18,"man",56
"4","3","6","5","6","4","3","7","6","5","5","7","5","6","2","5","3","4","4","7","5","yes",19,2,2022-12-12,"man",62
"6","6","7","5","2","4","4","5","6","5","7","4","7","6","5","4","6","7","5","5","4","no",29,7,2022-02-23,"women",31
"6","6","7","5","5","6","3","6","4","6","4","6","6","7","6","5","4","4","4","6","3","yes",16,4,2022-10-15,"women",45
"7","7","5","6","6","7","7","6","7","7","5","7","6","7","6","6","6","6","3","5","5","yes",19,5,2022-10-18,"women",61
"3","5","5","7","6","7","4","6","6","7","1","6","2","3","7","6","6","6","4","5","5","yes",16,3,2022-03-30,"man",60
"4","2","2","6","6","7","6","5","6","6","7","7","6","7","7","6","7","7","7","6","4","no",3,1,2023-05-31,"women",34
"5","5","6","6","3","5","5","7","5","4","4","6","6","4","5","6","3","6","2","4","5","yes",13,3,2023-06-09,"women",55
"3","6","5","6","5","5","5","4","3","5","5","5","2","3","7","6","5","5","4","3","6","yes",15,2,2023-11-27,"women",50
"7","5","5","4","4","6","5","4","4","7","4","3","5","1","5","5","6","6","7","3","5","yes",23,5,2023-10-09,"man",21
"6","7","7","4","7","7","6","5","7","7","6","5","6","4","7","7","7","6","7","7","7","yes",24,5,2022-09-04,"women",58
"6","6","5","7","7","6","7","7","6","7","6","7","7","6","6","6","7","6","5","6","6","yes",24,5,2023-11-08,"man",57
"5","5","5","4","4","4","5","5","5","7","6","4","5","6","4","5","4","5","3","6","3","no",8,3,2023-12-30,"man",56
"3","3","3","6","5","5","6","4","4","6","4","3","4","6","3","2","4","3","5","4","4","yes",14,4,2023-02-22,"women",36
"7","4","6","6","4","6","6","5","6","5","4","5","3","3","7","6","5","5","4","6","6","yes",14,4,2022-11-05,"women",44
"4","6","7","6","7","6","5","5","5","5","4","4","6","6","5","3","5","5","6","4","4","yes",26,6,2023-05-07,"women",30
"7","6","6","6","5","3","7","6","6","6","6","7","7","6","5","5","6","6","6","7","6","yes",22,7,2022-11-05,"women",37
"3","5","6","7","7","7","2","2","4","5","6","6","6","5","5","7","6","6","7","7","6","yes",15,2,2023-01-24,"women",62
"5","6","6","7","5","5","7","7","6","6","5","5","5","5","6","6","7","7","6","7","7","yes",16,6,2022-08-01,"women",61
"5","3","4","7","6","7","6","2","6","7","7","7","7","6","5","5","5","5","7","7","6","yes",16,3,2022-04-18,"women",49
"7","7","6","5","6","5","6","7","6","5","6","7","7","6","7","6","7","7","3","5","6","yes",21,4,2023-08-27,"women",50
"6","6","6","6","6","5","6","5","6","3","7","7","5","6","5","6","7","6","7","6","7","yes",22,6,2022-08-10,"women",58
"5","6","4","6","5","6","4","3","5","5","5","4","5","5","4","3","3","4","7","5","7","yes",17,3,2022-11-09,"man",55
"6","4","6","6","6","7","4","7","7","6","5","5","3","5","6","5","4","4","6","7","6","yes",14,5,2022-01-04,"women",32
"6","6","7","5","7","4","4","4","3","5","4","7","7","6","5","5","3","5","7","5","7","yes",21,5,2022-08-12,"women",47
"2","3","4","4","5","6","6","3","6","3","7","7","6","6","6","6","4","6","3","5","4","yes",8,2,2023-12-02,"women",35
"7","5","6","4","5","6","4","5","5","6","5","5","6","5","6","4","4","3","6","6","6","yes",19,3,2022-12-02,"women",44
"7","7","5","3","5","7","5","6","6","3","6","7","7","7","6","5","6","5","2","5","5","yes",18,6,2022-04-28,"women",31
"6","6","7","7","7","7","7","7","7","7","7","7","6","7","6","7","7","7","6","7","7","yes",15,3,2023-10-29,"man",42
"4","6","6","6","5","5","4","5","6","7","3","4","6","3","5","4","3","6","6","7","5","yes",8,2,2022-07-17,"man",18
"7","5","3","6","5","6","3","7","4","7","7","5","7","6","6","7","6","7","5","4","5","yes",17,6,2023-07-05,"women",57
"6","5","7","5","6","4","3","4","5","6","5","5","4","3","3","5","6","4","7","7","6","no",19,3,2023-11-01,"women",31
"6","7","7","7","7","7","6","6","7","5","7","6","7","6","7","5","6","5","7","7","7","yes",20,4,2023-09-22,"man",61
"6","7","6","4","3","4","5","4","4","3","7","6","6","6","5","4","3","5","5","5","5","no",18,4,2023-02-03,"women",27
"6","6","6","6","6","5","3","4","6","7","6","6","7","7","7","7","3","6","5","4","6","yes",18,6,2023-08-30,"women",37
"4","5","6","6","5","5","6","6","7","5","6","5","6","5","6","6","4","5","4","5","7","no",17,4,2022-08-19,"man",27
"6","6","6","4","6","5","7","5","6","6","6","7","6","6","5","4","4","5","5","4","5","yes",14,3,2023-07-29,"women",35
"5","4","3","5","5","4","7","6","5","6","5","3","5","4","5","3","4","6","6","6","7","yes",18,4,2023-08-06,"man",30
"6","6","7","6","7","6","5","7","5","7","5","5","6","7","6","7","6","6","7","7","6","yes",20,6,2023-03-12,"man",24
"4","3","3","4","5","4","5","7","4","3","5","6","3","6","4","5","4","4","5","5","4","no",1,1,2023-03-01,"women",38
"3","6","7","7","6","6","6","6","7","6","6","5","6","7","5","6","5","5","4","4","4","yes",8,3,2022-07-02,"man",49
"6","5","6","6","6","6","3","5","5","6","5","4","6","4","3","6","4","6","5","3","5","yes",21,5,2022-11-13,"man",35
"5","6","7","7","7","6","6","7","7","7","3","5","5","7","5","7","6","5","6","5","4","no",14,4,2022-08-17,"man",42
"7","6","7","7","5","5","6","6","7","7","6","5","7","5","7","7","7","7","3","6","4","yes",21,4,2023-01-13,"man",30
"7","7","7","5","7","6","4","7","3","5","3","6","4","6","3","3","5","5","3","6","7","yes",21,6,2023-09-17,"man",35
"5","5","5","5","4","5","7","6","4","4","4","2","4","3","3","1","2","3","4","3","4","yes",19,5,2023-11-09,"women",38
"7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","7","7","6","6","no",16,4,2022-10-17,"man",48
"6","4","5","7","7","7","2","3","2","5","5","5","5","5","6","7","7","6","6","6","7","yes",26,6,2022-08-09,"man",48
"3","4","6","5","6","5","3","5","6","6","5","5","6","6","7","4","6","6","7","6","5","yes",19,3,2023-02-10,"women",33
"4","4","4","6","7","6","5","6","4","5","6","6","6","5","3","4","4","4","7","6","5","yes",13,3,2022-07-10,"women",42
"7","5","3","6","7","7","6","4","6","6","5","7","6","5","7","7","7","7","7","6","7","no",7,2,2023-08-11,"man",29
"5","6","6","7","6","7","7","6","5","4","6","7","7","4","6","6","6","6","7","7","5","yes",13,4,2022-05-14,"man",21
"6","6","6","6","6","5","3","4","2","5","5","4","1","5","3","4","3","5","6","6","4","yes",17,5,2023-01-17,"man",28
"7","6","7","7","6","7","7","7","7","7","5","6","7","5","7","6","7","6","6","7","6","yes",23,3,2022-08-27,"man",21
"6","5","7","7","7","7","5","6","4","6","7","7","7","7","7","6","6","6","7","5","7","yes",17,6,2022-07-03,"man",40
"5","5","4","4","5","4","5","6","5","7","6","6","6","5","7","2","4","3","4","4","6","yes",20,6,2023-11-23,"women",30
"4","7","6","6","5","6","6","7","5","4","5","6","5","5","5","7","5","6","6","5","6","yes",18,6,2022-09-11,"women",43
"4","1","5","5","6","5","5","5","4","5","4","3","6","4","6","7","6","7","2","4","4","yes",11,3,2023-10-09,"Non-binary/other",42
"6","5","6","6","6","6","7","7","7","4","5","6","5","4","5","6","4","5","2","4","4","yes",19,4,2023-09-17,"women",63
"6","6","5","5","5","6","6","7","6","4","7","6","6","6","6","7","6","5","7","5","5","yes",16,4,2023-11-01,"women",47
"7","7","6","5","5","6","6","7","7","7","5","5","6","4","6","5","6","7","4","6","5","yes",13,4,2023-05-10,"women",20
"6","7","6","5","5","6","6","5","4","5","4","5","3","6","4","7","6","6","6","5","7","no",16,5,2023-09-09,"women",39
"7","7","5","6","5","7","7","6","6","7","6","5","6","6","7","7","7","7","4","4","6","no",15,2,2023-01-17,"women",49
"7","5","7","4","2","6","7","6","5","5","5","5","7","4","5","5","6","4","6","5","6","yes",17,4,2022-06-28,"women",45
"6","7","6","5","3","5","5","6","7","3","7","7","5","4","5","4","6","5","4","5","4","yes",15,2,2022-02-06,"women",44
"4","5","2","6","4","5","7","5","6","5","7","5","4","5","6","7","6","7","7","5","6","yes",14,1,2023-11-02,"man",42
"6","6","6","4","3","3","6","6","6","5","5","6","3","6","6","4","6","5","7","7","6","yes",21,6,2023-06-28,"man",42
"7","6","5","4","5","3","7","7","6","7","6","7","7","7","7","7","7","7","5","5","5","yes",20,4,2022-05-08,"man",42
"6","5","3","6","4","5","6","4","4","4","7","7","7","7","5","7","6","6","7","5","7","no",15,2,2023-05-05,"women",41
"5","6","7","6","6","7","7","6","5","7","3","4","4","4","5","3","3","3","4","3","4","no",18,5,2022-12-14,"man",36
"7","6","4","7","6","5","5","5","6","7","6","6","5","5","6","6","5","5","7","6","7","yes",8,1,2022-03-19,"women",57
"6","6","6","6","4","5","7","6","6","6","6","7","7","6","7","7","7","6","6","5","7","no",17,4,2023-08-06,"women",18
"6","6","6","6","7","7","5","6","6","7","4","6","6","6","4","5","2","5","7","6","5","yes",22,4,2022-03-04,"women",38
"6","6","5","6","7","7","6","7","5","4","6","7","7","7","3","5","7","5","6","7","7","yes",17,4,2022-06-22,"women",39
"5","4","5","4","6","7","3","2","3","5","5","5","4","6","4","3","4","4","5","2","5","no",15,3,2022-03-19,"man",52
"4","4","3","5","5","5","4","6","6","5","3","5","6","3","4","6","6","3","2","6","3","yes",14,4,2022-05-28,"women",44
"7","7","7","7","7","7","7","7","6","7","7","7","7","7","7","7","7","7","7","7","7","no",21,4,2022-04-10,"women",41
"5","4","5","4","5","2","5","4","6","4","3","2","4","5","6","5","4","5","5","6","4","yes",14,1,2023-07-02,"man",31
"5","5","6","4","6","4","5","6","6","7","7","7","5","7","7","7","7","7","5","6","4","yes",11,1,2022-12-18,"women",37
"7","5","6","6","5","7","6","7","7","7","6","5","6","6","6","5","5","6","5","4","7","yes",18,4,2022-05-05,"women",49
"7","5","7","6","4","6","3","5","4","7","5","6","5","5","4","5","4","5","3","2","5","yes",19,4,2023-08-08,"women",31
"7","6","7","6","5","6","6","6","3","3","3","5","5","5","5","7","6","4","5","6","4","yes",18,4,2023-09-18,"man",38
"7","6","7","7","6","7","7","6","7","6","6","7","5","6","7","5","6","7","6","7","6","yes",26,6,2023-02-17,"man",36
"5","5","3","7","6","7","4","3","5","6","5","4","7","5","7","7","5","6","6","6","7","yes",14,4,2022-03-07,"man",54
"6","5","6","6","7","7","6","6","6","7","7","7","6","6","6","4","5","5","6","6","6","yes",15,4,2023-08-28,"women",47
"7","7","7","6","7","7","6","7","7","6","4","7","7","6","6","4","6","4","5","6","6","yes",24,5,2023-11-08,"women",54
"3","5","5","7","7","7","6","5","6","6","7","7","7","7","7","6","5","6","5","6","6","yes",14,2,2023-11-24,"women",20
"6","6","7","7","6","7","7","7","7","7","6","7","6","6","5","7","7","5","4","7","5","yes",24,5,2022-03-18,"women",33
"7","6","7","6","7","5","6","7","6","7","6","7","7","5","7","5","6","5","4","6","6","no",16,3,2022-11-07,"women",40
"2","4","3","4","6","3","5","7","4","5","6","4","5","4","3","4","5","6","4","4","5","no",15,4,2022-12-11,"women",45
"7","7","6","6","7","7","5","6","7","6","6","6","7","7","6","5","6","6","6","6","7","yes",18,3,2022-01-06,"women",48
"5","4","5","3","6","5","4","3","4","6","7","5","5","5","6","5","5","2","4","5","4","yes",16,3,2023-07-26,"women",44
"6","5","3","5","7","6","4","5","4","5","6","6","5","5","7","6","6","7","6","7","6","yes",6,1,2022-01-15,"women",62
"4","5","3","5","5","4","6","6","4","6","6","5","6","4","7","5","5","6","4","2","4","yes",18,4,2022-11-30,"man",25
"4","3","5","3","3","2","4","5","4","3","4","4","3","3","4","5","4","6","3","3","3","yes",10,2,2022-06-23,"man",56
"1","4","5","3","5","5","2","3","6","3","7","7","7","6","5","6","6","7","6","5","4","yes",13,2,2022-12-03,"women",40
"7","5","7","7","6","5","6","2","6","7","7","5","7","5","7","6","7","7","6","6","6","yes",22,7,2023-04-27,"man",43
"5","6","6","6","4","5","4","6","4","5","4","4","5","4","2","3","4","3","5","2","1","yes",14,2,2023-06-19,"man",46
"7","5","7","6","6","3","5","6","5","5","6","5","5","5","5","3","4","5","5","5","6","no",23,6,2023-05-16,"women",51
"7","6","7","5","5","6","6","4","6","5","7","7","7","7","6","7","7","5","6","5","7","yes",24,5,2022-02-28,"man",24
"2","2","4","6","7","6","4","5","4","4","5","5","7","6","4","5","5","4","5","5","6","yes",7,3,2023-01-24,"man",37
"7","6","7","3","4","3","5","3","5","4","5","6","6","5","2","5","3","3","7","3","5","yes",22,3,2022-11-10,"man",31
"6","6","7","4","5","4","5","6","6","3","4","4","6","3","3","5","3","4","3","4","4","yes",25,5,2022-06-12,"women",51
"6","4","6","5","5","5","5","6","4","7","4","6","7","5","4","5","5","4","6","6","4","yes",21,5,2023-06-17,"women",40
"6","6","7","5","5","6","5","5","4","5","2","3","4","3","6","5","4","5","5","6","5","no",20,3,2022-07-13,"man",50
"5","7","6","6","5","5","5","4","5","5","7","7","7","4","4","4","3","3","2","3","1","yes",27,5,2023-06-07,"women",48
"5","4","5","4","6","4","5","6","6","2","5","5","4","5","4","5","7","7","5","2","4","yes",8,4,2022-07-14,"man",25
"4","3","6","6","4","3","5","7","5","5","3","4","4","4","5","6","4","3","5","6","7","yes",13,3,2022-08-05,"women",43
"6","5","5","7","6","7","5","3","2","4","6","5","7","4","3","4","5","2","7","6","5","unsure",17,4,2022-01-16,"man",51
"6","7","6","3","2","6","6","5","5","5","6","4","5","7","6","6","4","5","7","3","4","yes",20,6,2023-12-27,"women",39
"5","5","2","1","3","3","4","6","3","4","6","7","6","6","4","5","3","5","4","5","6","yes",8,2,2022-05-28,"women",45
"4","5","4","6","6","6","6","6","7","7","7","6","6","6","3","7","7","7","6","6","6","yes",7,3,2023-11-18,"man",53
"6","6","7","4","5","6","6","6","4","6","6","7","5","5","6","5","4","3","5","5","5","no",20,5,2023-07-25,"women",51
"6","6","6","7","7","6","7","7","7","7","7","7","7","6","7","7","7","7","7","7","7","yes",17,4,2023-11-15,"women",38
"5","6","7","5","5","5","6","5","6","5","7","7","7","5","4","4","5","6","6","7","7","yes",24,6,2022-03-29,"women",29
"7","4","4","6","6","5","7","6","4","5","4","4","7","4","6","6","7","7","7","6","4","no",20,4,2022-04-12,"women",46
"6","7","6","5","7","5","5","3","5","6","7","7","6","6","6","6","6","5","6","5","5","yes",23,6,2022-11-22,"women",39
"6","7","6","5","3","5","3","5","5","4","5","6","6","5","2","4","6","6","6","4","4","yes",15,3,2023-05-04,"women",23
"3","6","6","6","4","4","3","3","2","5","5","5","4","5","4","5","6","3","5","2","7","yes",15,4,2023-09-27,"women",49
"7","6","6","5","7","7","7","7","6","5","5","5","6","6","6","6","6","6","4","4","4","yes",18,4,2022-05-25,"man",32
"4","5","5","7","5","7","7","7","7","7","6","6","7","7","7","7","6","7","5","6","7","yes",13,3,2023-06-11,"man",23
"5","5","3","3","6","4","7","5","6","5","3","4","5","5","5","6","3","6","4","2","2","no",15,3,2023-05-14,"man",49
"5","5","4","4","5","6","2","4","3","6","5","7","6","6","5","5","6","4","7","4","6","yes",17,5,2023-07-08,"women",49
"6","6","4","5","2","6","4","5","5","6","3","5","5","5","5","5","4","2","6","7","5","no",12,3,2022-04-21,"man",42
"7","5","5","7","7","7","7","7","7","7","6","7","6","7","7","7","6","7","7","7","7","yes",22,4,2022-07-29,"women",31
"3","3","4","5","3","4","6","5","3","5","5","4","6","2","5","7","5","5","4","3","6","yes",8,2,2022-08-03,"women",59
"4","4","2","6","3","6","7","6","7","3","7","7","6","3","5","7","6","5","5","6","6","yes",12,5,2022-12-23,"women",64
"6","7","4","5","5","4","5","6","4","5","7","7","6","7","7","7","6","7","7","5","6","yes",25,3,2022-12-29,"women",57
"7","6","7","7","5","7","5","6","3","4","5","5","6","6","7","7","5","7","5","6","6","yes",16,3,2023-11-24,"women",49
"4","4","4","4","3","4","6","5","5","3","3","5","4","5","3","3","5","2","3","4","5","yes",13,3,2023-06-09,"man",38
"6","7","7","4","4","4","3","7","5","4","6","6","6","6","7","5","6","4","7","7","6","yes",27,5,2022-03-23,"man",30
"7","7","6","6","5","6","6","5","4","4","4","6","5","2","7","7","7","7","5","6","6","yes",16,4,2023-05-09,"women",38
"4","6","7","5","5","5","3","5","2","6","6","1","6","4","4","5","5","3","3","4","4","yes",16,6,2023-03-14,"women",46
"7","6","5","7","4","6","5","7","5","7","5","6","5","6","5","7","7","5","6","5","7","yes",23,6,2023-05-08,"man",39
"3","5","6","6","5","5","5","5","4","4","5","4","2","4","5","4","4","5","4","4","2","yes",17,5,2023-07-26,"man",47
"7","7","7","6","6","7","7","7","7","5","7","7","7","7","7","6","7","6","7","7","6","yes",16,4,2024-01-01,"man",49
"6","6","6","5","4","6","3","3","3","3","7","5","6","5","4","6","4","6","5","5","4","no",12,3,2023-10-17,"man",43
"5","5","3","6","5","5","5","5","7","6","4","6","5","7","5","5","6","6","7","5","4","yes",10,3,2023-03-17,"man",30
"5","3","3","6","6","6","6","6","7","6","5","6","7","6","5","6","6","6","4","6","6","yes",8,4,2023-10-12,"man",42
"5","6","6","4","3","6","5","5","5","5","5","4","4","5","3","4","3","7","7","5","5","yes",11,3,2023-11-19,"women",20
"7","6","6","7","7","7","6","6","5","6","6","7","7","7","7","7","6","6","7","7","6","yes",12,3,2022-03-01,"women",37
"4","7","5","6","6","5","4","4","4","5","6","5","5","6","5","5","7","5","5","4","5","yes",11,5,2022-03-02,"women",51
"6","7","6","2","5","5","7","6","7","7","7","6","7","7","7","4","5","5","3","4","4","yes",18,6,2022-08-21,"women",36
"6","7","7","6","7","4","4","5","5","5","5","5","3","5","3","6","5","3","4","6","5","yes",18,3,2022-04-14,"women",35
"7","7","7","7","7","7","7","7","3","6","7","7","7","6","6","7","5","4","6","7","7","no",27,6,2022-10-23,"man",18
"6","6","6","4","6","4","5","6","5","6","5","4","5","4","4","5","4","6","6","6","6","yes",20,2,2022-04-04,"women",36
"6","6","3","5","5","6","6","2","7","6","5","5","5","7","5","6","6","5","5","7","5","yes",13,4,2022-10-24,"man",35
"4","5","5","4","5","4","4","6","3","3","3","2","3","5","3","3","4","5","5","6","7","yes",19,4,2022-03-19,"women",30
"6","7","6","6","7","3","6","6","4","5","6","6","5","7","7","6","6","6","3","5","5","yes",18,5,2022-11-21,"women",39
"1","4","6","5","7","6","7","7","7","4","5","5","4","5","7","7","7","7","7","6","6","no",8,3,2022-09-09,"man",49
"5","6","5","7","7","7","6","7","6","6","7","7","6","7","6","5","5","3","6","7","7","yes",17,5,2023-11-02,"man",39
"3","5","3","6","5","4","4","3","3","4","3","4","6","2","7","6","4","6","6","6","2","yes",10,1,2022-04-26,"women",37
"3","3","6","3","4","4","5","5","4","7","5","2","5","4","6","6","6","7","6","5","5","yes",14,3,2022-09-14,"women",33
"6","4","7","6","6","6","6","7","7","3","6","6","5","4","5","4","4","5","4","4","6","yes",16,3,2023-02-20,"women",54
"7","3","7","5","7","6","6","6","7","6","7","7","7","7","5","7","7","7","7","6","7","yes",19,3,2023-09-09,"man",46
"6","6","7","7","7","7","6","7","6","6","6","6","6","7","5","4","6","7","6","3","5","yes",17,3,2022-01-20,"women",54
"3","6","3","3","3","5","4","5","6","5","5","5","5","3","4","5","3","4","7","5","6","yes",13,1,2023-06-29,"women",29
"6","6","6","6","7","5","6","6","4","6","7","7","6","7","6","6","7","6","5","6","5","yes",23,6,2023-04-25,"man",34
"6","4","4","6","5","6","6","7","6","6","6","5","5","6","5","6","6","5","6","7","4","yes",8,2,2022-02-17,"women",61
"7","6","5","6","4","4","4","4","4","6","3","4","5","3","4","2","7","3","6","5","4","yes",24,6,2022-12-28,"women",40
"6","5","5","6","4","4","6","6","5","3","5","4","6","6","5","4","6","5","7","5","4","yes",20,4,2023-02-14,"man",68
"6","6","7","5","5","6","2","3","2","7","6","5","4","6","6","6","4","4","5","2","3","no",21,5,2022-04-12,"women",50
"5","4","6","3","5","5","6","6","5","4","7","6","7","7","1","2","5","4","4","3","5","yes",15,3,2022-10-04,"man",29
"7","6","7","7","7","5","7","7","7","7","7","7","7","7","7","5","7","7","7","7","7","yes",27,4,2023-12-17,"women",42
"7","5","3","6","6","6","4","4","5","5","5","7","7","7","6","7","7","6","5","5","4","yes",17,3,2023-02-08,"man",37
"6","4","4","5","3","5","6","4","4","6","6","6","7","5","6","6","6","4","7","6","5","yes",15,4,2022-02-25,"women",46
"6","7","5","5","4","5","2","5","2","5","5","2","6","6","3","4","5","4","6","6","6","yes",27,7,2023-04-07,"women",30
"2","5","5","5","6","5","5","6","5","4","5","4","4","6","6","5","5","6","5","3","3","yes",13,2,2022-03-03,"women",35
"5","3","2","5","5","2","5","6","5","6","3","4","5","6","4","5","3","6","3","6","6","no",11,2,2023-09-25,"women",35
"5","4","6","4","5","3","4","6","3","6","6","6","6","6","4","6","4","5","6","5","6","yes",16,3,2023-11-24,"man",56
"5","2","3","2","4","6","2","2","2","7","5","5","1","3","3","4","5","4","4","5","4","yes",10,1,2022-10-05,"women",26
"2","5","6","4","2","3","7","6","6","4","7","6","6","7","4","5","3","3","3","5","2","yes",14,3,2023-11-14,"man",27
"2","5","4","5","4","4","7","6","5","4","5","5","6","5","3","5","5","4","5","7","6","yes",14,2,2022-09-19,"man",49
"7","7","6","3","3","2","6","5","6","4","7","7","5","7","5","5","3","5","6","4","6","no",23,4,2022-07-30,"man",31
"6","4","5","6","6","5","5","7","6","2","3","5","4","2","5","1","4","3","5","4","5","yes",20,4,2022-03-17,"women",49
"6","5","3","4","7","5","6","6","6","4","6","7","6","2","4","5","4","5","4","6","5","no",12,2,2023-03-12,"women",30
"6","5","4","5","5","4","4","4","1","6","6","7","4","6","6","3","4","5","5","2","5","no",16,4,2023-07-27,"women",23
"3","5","5","7","7","7","6","6","5","4","7","7","7","7","4","6","7","6","6","7","4","no",12,3,2022-06-29,"women",48
"5","5","6","4","3","3","5","5","4","6","6","5","7","6","5","5","6","4","6","4","5","yes",24,5,2022-09-04,"man",36
"5","6","7","7","7","6","6","5","5","6","5","5","6","7","7","5","7","6","7","7","7","no",25,5,2023-03-26,"man",45
"4","7","7","5","6","3","6","5","4","4","7","6","6","6","6","5","5","4","5","4","4","yes",20,4,2023-09-25,"man",36
"4","6","4","6","5","7","6","3","4","5","3","6","5","4","3","6","6","6","5","6","5","yes",13,4,2022-08-22,"man",55
"7","7","7","7","7","7","7","7","7","5","5","5","4","6","7","7","6","7","6","7","7","yes",18,5,2022-04-19,"women",33
"6","6","6","7","7","7","4","4","5","7","4","3","3","5","7","7","7","7","5","6","7","yes",22,6,2022-09-04,"man",23
"7","7","7","7","7","6","7","6","5","6","5","6","5","4","4","5","6","5","6","6","6","no",20,2,2023-03-28,"man",39
"5","5","6","4","5","5","7","6","5","4","4","5","7","4","6","2","4","6","5","6","5","no",27,6,2022-11-05,"women",40
"4","4","4","5","5","5","4","4","5","4","5","3","4","5","3","6","4","5","4","4","5","yes",23,5,2023-01-13,"women",42
"3","2","6","7","6","5","3","3","3","4","4","2","3","4","5","6","4","6","6","5","5","yes",9,3,2022-02-24,"man",32
"5","7","7","7","7","7","7","7","7","2","7","7","7","7","7","6","7","7","6","6","7","yes",20,5,2022-11-11,"man",49
"7","7","7","4","7","5","2","3","4","3","6","6","6","7","5","6","6","6","4","5","7","yes",18,2,2023-03-06,"women",28
"3","2","5","4","5","7","6","5","7","6","7","5","7","6","6","7","5","4","5","4","4","yes",12,4,2023-04-04,"women",52
"6","5","7","5","2","4","4","4","3","4","6","6","3","5","4","7","5","4","5","6","6","yes",22,5,2023-10-11,"women",38
"4","3","5","4","1","4","5","5","6","5","5","2","4","4","7","6","6","7","5","6","7","yes",14,4,2023-10-27,"women",40
"5","7","4","5","7","7","3","4","6","5","6","5","6","4","6","6","6","5","6","5","6","no",19,4,2023-02-03,"women",41
"6","7","7","4","5","3","4","6","4","6","6","6","7","5","5","7","6","5","7","5","6","yes",17,5,2023-12-31,"man",36
"6","4","6","5","5","4","5","7","2","5","6","5","6","6","5","3","5","3","7","7","7","no",12,3,2022-04-06,"women",55
"4","5","5","3","7","6","4","5","5","4","4","3","3","4","3","6","2","7","6","4","5","yes",20,3,2022-12-14,"man",25
"3","5","3","6","4","5","6","7","6","4","6","7","6","7","4","5","6","6","5","6","7","yes",6,2,2023-06-02,"man",42
"4","4","3","5","4","6","6","6","7","5","4","5","4","5","6","4","6","4","5","5","7","yes",12,3,2023-06-06,"man",59
"7","7","7","4","5","6","5","7","7","7","6","5","4","7","5","4","6","4","7","7","7","yes",25,3,2022-05-21,"man",21
"7","7","6","7","7","6","5","4","4","5","4","7","5","7","6","5","6","5","7","6","6","yes",22,4,2022-04-13,"man",26
"7","7","7","6","3","6","6","7","6","6","5","4","3","4","4","5","6","5","6","6","6","yes",22,5,2023-06-12,"women",36
"5","3","6","5","3","5","6","7","7","5","4","6","2","5","3","4","6","7","3","3","6","no",9,1,2023-04-14,"women",35
"6","4","7","5","7","7","7","7","7","7","5","4","5","6","6","5","5","5","5","5","5","no",24,4,2022-12-10,"women",51
"6","4","3","3","6","3","5","5","6","3","7","4","6","6","4","4","2","3","4","5","6","yes",13,5,2022-07-26,"man",36
"7","6","7","4","6","5","7","6","5","6","6","6","7","7","4","3","5","4","7","7","7","yes",22,4,2022-03-22,"women",38
"7","7","7","5","5","6","6","7","4","4","6","6","5","6","5","5","5","5","6","6","3","yes",18,5,2023-07-09,"man",50
"5","5","5","6","5","4","6","6","6","5","5","4","4","3","4","3","5","5","6","7","6","no",16,4,2022-10-14,"women",55
"4","6","5","5","1","4","6","5","7","3","4","4","4","5","5","4","4","6","7","5","7","yes",23,6,2023-08-19,"women",47
